State/UT,Year,Mode,Total
Goa,2010,Three Wheeler,2
Goa,2010,Truck/Lorry,12
Goa,2010,Two Wheeler,191
Goa,2011,Bicycle,15
Goa,2011,Bus,8
Goa,2011,Car,15
Goa,2011,Jeep,8
Goa,2011,Other Motor Vehicles,5
Goa,2011,Others,7
Goa,2011,Pedestrian,97
Goa,2011,Three Wheeler,3
Goa,2011,Truck/Lorry,17
Goa,2011,Two Wheeler,163
Goa,2012,Bicycle,2
Goa,2012,Bus,15
Goa,2012,Car,27
Goa,2012,Jeep,1
Goa,2012,Other Motor Vehicles,2
Goa,2012,Others,9
Goa,2012,Pedestrian,50
Goa,2012,Three Wheeler,13
Goa,2012,Truck/Lorry,10
Goa,2012,Two Wheeler,173
Goa,2013,Bicycle,11
Goa,2013,Bus,0
Goa,2013,Car,11
Goa,2013,Jeep,2
Goa,2013,Other Motor Vehicles,4
Goa,2013,Others,5
Goa,2013,Pedestrian,56
Goa,2013,Three Wheeler,1
Goa,2013,Truck/Lorry,4
Goa,2013,Two Wheeler,175
Goa,2014,Bicycle,4
Goa,2014,Bus,13
Goa,2014,Car,48
Goa,2014,Jeep,1
Goa,2014,Other Motor Vehicles,10
Goa,2014,Others,3
Goa,2014,Pedestrian,21
Goa,2014,Three Wheeler,2
Goa,2014,Truck/Lorry,29
Goa,2014,Two Wheeler,167
Gujarat,2001,Bicycle,176
Gujarat,2001,Bus,385
Gujarat,2001,Car,261
Gujarat,2001,Jeep,510
Gujarat,2001,Other Motor Vehicles,301
Gujarat,2001,Others,307
Gujarat,2001,Pedestrian,609
Gujarat,2001,Three Wheeler,275
Gujarat,2001,Truck/Lorry,1032
Gujarat,2001,Two Wheeler,615
Gujarat,2002,Bicycle,145
Gujarat,2002,Bus,299
Gujarat,2002,Car,265
Gujarat,2002,Jeep,526
Gujarat,2002,Other Motor Vehicles,376
Gujarat,2002,Others,313
Gujarat,2002,Pedestrian,621
Gujarat,2002,Three Wheeler,349
Gujarat,2002,Truck/Lorry,1170
Gujarat,2002,Two Wheeler,651
Gujarat,2003,Bicycle,161
Gujarat,2003,Bus,371
Gujarat,2003,Car,346
Gujarat,2003,Jeep,573
Gujarat,2003,Other Motor Vehicles,334
Gujarat,2003,Others,340
Gujarat,2003,Pedestrian,562
Gujarat,2003,Three Wheeler,352
Gujarat,2003,Truck/Lorry,1128
Gujarat,2003,Two Wheeler,646
Gujarat,2004,Bicycle,157
Gujarat,2004,Bus,276
Gujarat,2004,Car,379
Gujarat,2004,Jeep,621
Gujarat,2004,Other Motor Vehicles,298
Gujarat,2004,Others,322
Gujarat,2004,Pedestrian,579
Gujarat,2004,Three Wheeler,439
Gujarat,2004,Truck/Lorry,1063
Gujarat,2004,Two Wheeler,814
Gujarat,2005,Bicycle,133
Gujarat,2005,Bus,348
Gujarat,2005,Car,376
Gujarat,2005,Jeep,614
Gujarat,2005,Other Motor Vehicles,429
Gujarat,2005,Others,244
Gujarat,2005,Pedestrian,598
Gujarat,2005,Three Wheeler,444
Gujarat,2005,Truck/Lorry,1177
Gujarat,2005,Two Wheeler,901
Gujarat,2006,Bicycle,142
Gujarat,2006,Bus,402
Gujarat,2006,Car,374
Gujarat,2006,Jeep,719
Gujarat,2006,Other Motor Vehicles,391
Gujarat,2006,Others,357
Gujarat,2006,Pedestrian,496
Gujarat,2006,Three Wheeler,507
Gujarat,2006,Truck/Lorry,1261
Gujarat,2006,Two Wheeler,950
Gujarat,2007,Bicycle,154
Gujarat,2007,Bus,493
Gujarat,2007,Car,427
Gujarat,2007,Jeep,780
Gujarat,2007,Other Motor Vehicles,483
Gujarat,2007,Others,328
Gujarat,2007,Pedestrian,540
Gujarat,2007,Three Wheeler,488
Gujarat,2007,Truck/Lorry,1543
Gujarat,2007,Two Wheeler,1057
Gujarat,2008,Bicycle,161
Gujarat,2008,Bus,491
Gujarat,2008,Car,476
Gujarat,2008,Jeep,800
Gujarat,2008,Other Motor Vehicles,436
Gujarat,2008,Others,327
Gujarat,2008,Pedestrian,640
Gujarat,2008,Three Wheeler,497
Gujarat,2008,Truck/Lorry,1456
Gujarat,2008,Two Wheeler,1102
Gujarat,2009,Bicycle,155
Gujarat,2009,Bus,405
Gujarat,2009,Car,659
Gujarat,2009,Jeep,944
Gujarat,2009,Other Motor Vehicles,495
Gujarat,2009,Others,430
Gujarat,2009,Pedestrian,627
Gujarat,2009,Three Wheeler,555
Gujarat,2009,Truck/Lorry,1384
Gujarat,2009,Two Wheeler,1260
Gujarat,2010,Bicycle,163
Gujarat,2010,Bus,486
Gujarat,2010,Car,740
Gujarat,2010,Jeep,803
Gujarat,2010,Other Motor Vehicles,472
Gujarat,2010,Others,488
Gujarat,2010,Pedestrian,691
Gujarat,2010,Three Wheeler,660
Gujarat,2010,Truck/Lorry,1478
Gujarat,2010,Two Wheeler,1403
Gujarat,2011,Bicycle,183
Gujarat,2011,Bus,598
Gujarat,2011,Car,816
Gujarat,2011,Jeep,810
Gujarat,2011,Other Motor Vehicles,487
Gujarat,2011,Others,573
Gujarat,2011,Pedestrian,625
Gujarat,2011,Three Wheeler,737
Gujarat,2011,Truck/Lorry,1710
Gujarat,2011,Two Wheeler,1467
Gujarat,2012,Bicycle,100
Gujarat,2012,Bus,513
Gujarat,2012,Car,913
Gujarat,2012,Jeep,793
Gujarat,2012,Other Motor Vehicles,620
Gujarat,2012,Others,508
Gujarat,2012,Pedestrian,493
Gujarat,2012,Three Wheeler,707
Gujarat,2012,Truck/Lorry,1657
Gujarat,2012,Two Wheeler,1551
Gujarat,2013,Bicycle,104
Gujarat,2013,Bus,470
Gujarat,2013,Car,815
Gujarat,2013,Jeep,738
Gujarat,2013,Other Motor Vehicles,547
Gujarat,2013,Others,580
Gujarat,2013,Pedestrian,628
Gujarat,2013,Three Wheeler,585
Gujarat,2013,Truck/Lorry,1415
Gujarat,2013,Two Wheeler,1576
Gujarat,2014,Bicycle,65
Gujarat,2014,Bus,440
Gujarat,2014,Car,1390
Gujarat,2014,Jeep,505
Gujarat,2014,Other Motor Vehicles,630
Gujarat,2014,Others,106
Gujarat,2014,Pedestrian,383
Gujarat,2014,Three Wheeler,599
Gujarat,2014,Truck/Lorry,1927
Gujarat,2014,Two Wheeler,1812
Haryana,2001,Bicycle,167
Haryana,2001,Bus,236
Haryana,2001,Car,250
Haryana,2001,Jeep,229
Haryana,2001,Other Motor Vehicles,132
Haryana,2001,Others,340
Haryana,2001,Pedestrian,279
Haryana,2001,Three Wheeler,114
Haryana,2001,Truck/Lorry,563
Haryana,2001,Two Wheeler,258
Haryana,2002,Bicycle,58
Haryana,2002,Bus,181
Haryana,2002,Car,164
Haryana,2002,Jeep,212
Haryana,2002,Other Motor Vehicles,298
Haryana,2002,Others,302
Haryana,2002,Pedestrian,237
Haryana,2002,Three Wheeler,99
Haryana,2002,Truck/Lorry,552
Haryana,2002,Two Wheeler,331
Haryana,2003,Bicycle,97
Haryana,2003,Bus,179
Haryana,2003,Car,233
Haryana,2003,Jeep,322
Haryana,2003,Other Motor Vehicles,105
Haryana,2003,Others,332
Haryana,2003,Pedestrian,289
Haryana,2003,Three Wheeler,121
Haryana,2003,Truck/Lorry,813
Haryana,2003,Two Wheeler,422
Haryana,2004,Bicycle,73
Haryana,2004,Bus,260
Haryana,2004,Car,301
Haryana,2004,Jeep,304
Haryana,2004,Other Motor Vehicles,229
Haryana,2004,Others,420
Haryana,2004,Pedestrian,296
Haryana,2004,Three Wheeler,111
Haryana,2004,Truck/Lorry,918
Haryana,2004,Two Wheeler,341
Haryana,2005,Bicycle,78
Haryana,2005,Bus,195
Haryana,2005,Car,349
Haryana,2005,Jeep,279
Haryana,2005,Other Motor Vehicles,170
Haryana,2005,Others,691
Haryana,2005,Pedestrian,300
Haryana,2005,Three Wheeler,133
Haryana,2005,Truck/Lorry,602
Haryana,2005,Two Wheeler,485
Haryana,2006,Bicycle,199
Haryana,2006,Bus,271
Haryana,2006,Car,523
Haryana,2006,Jeep,446
Haryana,2006,Other Motor Vehicles,248
Haryana,2006,Others,623
Haryana,2006,Pedestrian,350
Haryana,2006,Three Wheeler,283
Haryana,2006,Truck/Lorry,752
Haryana,2006,Two Wheeler,725
Haryana,2007,Bicycle,99
Haryana,2007,Bus,263
Haryana,2007,Car,673
Haryana,2007,Jeep,489
Haryana,2007,Other Motor Vehicles,282
Haryana,2007,Others,390
Haryana,2007,Pedestrian,412
Haryana,2007,Three Wheeler,266
Haryana,2007,Truck/Lorry,721
Haryana,2007,Two Wheeler,781
Haryana,2008,Bicycle,124
Haryana,2008,Bus,305
Haryana,2008,Car,641
Haryana,2008,Jeep,473
Haryana,2008,Other Motor Vehicles,347
Haryana,2008,Others,495
Haryana,2008,Pedestrian,461
Haryana,2008,Three Wheeler,294
Haryana,2008,Truck/Lorry,892
Haryana,2008,Two Wheeler,648
Haryana,2009,Bicycle,113
Haryana,2009,Bus,407
Haryana,2009,Car,522
Haryana,2009,Jeep,418
Haryana,2009,Other Motor Vehicles,299
Haryana,2009,Others,591
Haryana,2009,Pedestrian,659
Haryana,2009,Three Wheeler,252
Haryana,2009,Truck/Lorry,767
Haryana,2009,Two Wheeler,838
Haryana,2010,Bicycle,120
Haryana,2010,Bus,405
Haryana,2010,Car,577
Haryana,2010,Jeep,404
Haryana,2010,Other Motor Vehicles,386
Haryana,2010,Others,853
Haryana,2010,Pedestrian,604
Haryana,2010,Three Wheeler,206
Haryana,2010,Truck/Lorry,722
Haryana,2010,Two Wheeler,729
Haryana,2011,Bicycle,96
Haryana,2011,Bus,238
Haryana,2011,Car,566
Haryana,2011,Jeep,420
Haryana,2011,Other Motor Vehicles,283
Haryana,2011,Others,546
Haryana,2011,Pedestrian,698
Haryana,2011,Three Wheeler,180
Haryana,2011,Truck/Lorry,729
Haryana,2011,Two Wheeler,925
Haryana,2012,Bicycle,100
Haryana,2012,Bus,267
Haryana,2012,Car,586
Haryana,2012,Jeep,449
Haryana,2012,Other Motor Vehicles,242
Haryana,2012,Others,489
Haryana,2012,Pedestrian,602
Haryana,2012,Three Wheeler,285
Haryana,2012,Truck/Lorry,673
Haryana,2012,Two Wheeler,905
Haryana,2013,Bicycle,73
Haryana,2013,Bus,243
Haryana,2013,Car,593
Haryana,2013,Jeep,366
Haryana,2013,Other Motor Vehicles,256
Haryana,2013,Others,561
Haryana,2013,Pedestrian,622
Haryana,2013,Three Wheeler,218
Haryana,2013,Truck/Lorry,709
Haryana,2013,Two Wheeler,906
Haryana,2014,Bicycle,110
Haryana,2014,Bus,250
Haryana,2014,Car,855
Haryana,2014,Jeep,247
Haryana,2014,Other Motor Vehicles,335
Haryana,2014,Others,191
Haryana,2014,Pedestrian,506
Haryana,2014,Three Wheeler,266
Haryana,2014,Truck/Lorry,1330
Haryana,2014,Two Wheeler,785
Himachal Pradesh,2001,Bicycle,2
Himachal Pradesh,2001,Bus,168
Himachal Pradesh,2001,Car,87
Himachal Pradesh,2001,Jeep,91
Himachal Pradesh,2001,Other Motor Vehicles,80
Himachal Pradesh,2001,Others,61
Himachal Pradesh,2001,Pedestrian,39
Himachal Pradesh,2001,Three Wheeler,6
Himachal Pradesh,2001,Truck/Lorry,175
Himachal Pradesh,2001,Two Wheeler,54
Himachal Pradesh,2002,Bicycle,4
Himachal Pradesh,2002,Bus,207
Himachal Pradesh,2002,Car,95
Himachal Pradesh,2002,Jeep,88
Himachal Pradesh,2002,Other Motor Vehicles,74
Himachal Pradesh,2002,Others,96
Himachal Pradesh,2002,Pedestrian,15
Himachal Pradesh,2002,Three Wheeler,8
Himachal Pradesh,2002,Truck/Lorry,175
Himachal Pradesh,2002,Two Wheeler,76
Himachal Pradesh,2003,Bicycle,10
Himachal Pradesh,2003,Bus,141
Himachal Pradesh,2003,Car,107
Himachal Pradesh,2003,Jeep,111
Himachal Pradesh,2003,Other Motor Vehicles,91
Himachal Pradesh,2003,Others,40
Himachal Pradesh,2003,Pedestrian,50
Himachal Pradesh,2003,Three Wheeler,8
Himachal Pradesh,2003,Truck/Lorry,142
Himachal Pradesh,2003,Two Wheeler,77
Himachal Pradesh,2004,Bicycle,4
Himachal Pradesh,2004,Bus,222
Himachal Pradesh,2004,Car,158
Himachal Pradesh,2004,Jeep,110
Himachal Pradesh,2004,Other Motor Vehicles,109
Himachal Pradesh,2004,Others,61
Himachal Pradesh,2004,Pedestrian,18
Himachal Pradesh,2004,Three Wheeler,9
Himachal Pradesh,2004,Truck/Lorry,153
Himachal Pradesh,2004,Two Wheeler,90
Himachal Pradesh,2005,Bicycle,1
Himachal Pradesh,2005,Bus,144
Himachal Pradesh,2005,Car,133
Himachal Pradesh,2005,Jeep,165
Himachal Pradesh,2005,Other Motor Vehicles,34
Himachal Pradesh,2005,Others,107
Himachal Pradesh,2005,Pedestrian,24
Himachal Pradesh,2005,Three Wheeler,9
Himachal Pradesh,2005,Truck/Lorry,154
Himachal Pradesh,2005,Two Wheeler,83
Himachal Pradesh,2006,Bicycle,3
Himachal Pradesh,2006,Bus,149
Himachal Pradesh,2006,Car,167
Himachal Pradesh,2006,Jeep,136
Himachal Pradesh,2006,Other Motor Vehicles,78
Himachal Pradesh,2006,Others,133
Himachal Pradesh,2006,Pedestrian,14
Himachal Pradesh,2006,Three Wheeler,19
Himachal Pradesh,2006,Truck/Lorry,101
Himachal Pradesh,2006,Two Wheeler,90
Himachal Pradesh,2007,Bicycle,3
Himachal Pradesh,2007,Bus,170
Himachal Pradesh,2007,Car,140
Himachal Pradesh,2007,Jeep,174
Himachal Pradesh,2007,Other Motor Vehicles,42
Himachal Pradesh,2007,Others,178
Himachal Pradesh,2007,Pedestrian,16
Himachal Pradesh,2007,Three Wheeler,0
Himachal Pradesh,2007,Truck/Lorry,162
Himachal Pradesh,2007,Two Wheeler,112
Himachal Pradesh,2008,Bicycle,2
Himachal Pradesh,2008,Bus,137
Himachal Pradesh,2008,Car,116
Himachal Pradesh,2008,Jeep,128
Himachal Pradesh,2008,Other Motor Vehicles,49
Himachal Pradesh,2008,Others,108
Himachal Pradesh,2008,Pedestrian,43
Himachal Pradesh,2008,Three Wheeler,4
Himachal Pradesh,2008,Truck/Lorry,117
Himachal Pradesh,2008,Two Wheeler,94
Himachal Pradesh,2009,Bicycle,1
Himachal Pradesh,2009,Bus,230
Himachal Pradesh,2009,Car,175
Himachal Pradesh,2009,Jeep,157
Himachal Pradesh,2009,Other Motor Vehicles,90
Himachal Pradesh,2009,Others,113
Himachal Pradesh,2009,Pedestrian,26
Himachal Pradesh,2009,Three Wheeler,2
Himachal Pradesh,2009,Truck/Lorry,189
Himachal Pradesh,2009,Two Wheeler,129
Himachal Pradesh,2010,Bicycle,0
Himachal Pradesh,2010,Bus,126
Himachal Pradesh,2010,Car,229
Himachal Pradesh,2010,Jeep,97
Himachal Pradesh,2010,Other Motor Vehicles,107
Himachal Pradesh,2010,Others,147
Himachal Pradesh,2010,Pedestrian,20
Himachal Pradesh,2010,Three Wheeler,9
Himachal Pradesh,2010,Truck/Lorry,230
Himachal Pradesh,2010,Two Wheeler,134
Himachal Pradesh,2011,Bicycle,0
Himachal Pradesh,2011,Bus,137
Himachal Pradesh,2011,Car,279
Himachal Pradesh,2011,Jeep,131
Himachal Pradesh,2011,Other Motor Vehicles,72
Himachal Pradesh,2011,Others,135
Himachal Pradesh,2011,Pedestrian,23
Himachal Pradesh,2011,Three Wheeler,8
Himachal Pradesh,2011,Truck/Lorry,151
Himachal Pradesh,2011,Two Wheeler,147
Himachal Pradesh,2012,Bicycle,0
Himachal Pradesh,2012,Bus,188
Himachal Pradesh,2012,Car,311
Himachal Pradesh,2012,Jeep,114
Himachal Pradesh,2012,Other Motor Vehicles,38
Himachal Pradesh,2012,Others,120
Himachal Pradesh,2012,Pedestrian,17
Himachal Pradesh,2012,Three Wheeler,8
Himachal Pradesh,2012,Truck/Lorry,135
Himachal Pradesh,2012,Two Wheeler,178
Himachal Pradesh,2013,Bicycle,1
Himachal Pradesh,2013,Bus,166
Himachal Pradesh,2013,Car,276
Himachal Pradesh,2013,Jeep,135
Himachal Pradesh,2013,Other Motor Vehicles,46
Himachal Pradesh,2013,Others,119
Himachal Pradesh,2013,Pedestrian,21
Himachal Pradesh,2013,Three Wheeler,4
Himachal Pradesh,2013,Truck/Lorry,136
Himachal Pradesh,2013,Two Wheeler,152
Himachal Pradesh,2014,Bicycle,1
Himachal Pradesh,2014,Bus,308
Himachal Pradesh,2014,Car,455
Himachal Pradesh,2014,Jeep,118
Himachal Pradesh,2014,Other Motor Vehicles,142
Himachal Pradesh,2014,Others,1
Himachal Pradesh,2014,Pedestrian,10
Himachal Pradesh,2014,Three Wheeler,2
Himachal Pradesh,2014,Truck/Lorry,205
Himachal Pradesh,2014,Two Wheeler,161
Jammu & Kashmir,2001,Bicycle,42
Jammu & Kashmir,2001,Bus,262
Jammu & Kashmir,2001,Car,56
Jammu & Kashmir,2001,Jeep,36
Jammu & Kashmir,2001,Other Motor Vehicles,100
Jammu & Kashmir,2001,Others,191
Jammu & Kashmir,2001,Pedestrian,0
Jammu & Kashmir,2001,Three Wheeler,6
Jammu & Kashmir,2001,Truck/Lorry,203
Jammu & Kashmir,2001,Two Wheeler,49
Jammu & Kashmir,2002,Bicycle,1
Jammu & Kashmir,2002,Bus,193
Jammu & Kashmir,2002,Car,95
Jammu & Kashmir,2002,Jeep,24
Jammu & Kashmir,2002,Other Motor Vehicles,70
Jammu & Kashmir,2002,Others,203
Jammu & Kashmir,2002,Pedestrian,34
Jammu & Kashmir,2002,Three Wheeler,11
Jammu & Kashmir,2002,Truck/Lorry,202
Jammu & Kashmir,2002,Two Wheeler,55
Jammu & Kashmir,2003,Bicycle,2
Jammu & Kashmir,2003,Bus,186
Jammu & Kashmir,2003,Car,47
Jammu & Kashmir,2003,Jeep,15
Jammu & Kashmir,2003,Other Motor Vehicles,63
Jammu & Kashmir,2003,Others,208
Jammu & Kashmir,2003,Pedestrian,48
Jammu & Kashmir,2003,Three Wheeler,4
Jammu & Kashmir,2003,Truck/Lorry,204
Jammu & Kashmir,2003,Two Wheeler,78
Jammu & Kashmir,2004,Bicycle,8
Jammu & Kashmir,2004,Bus,265
Jammu & Kashmir,2004,Car,50
Jammu & Kashmir,2004,Jeep,49
Jammu & Kashmir,2004,Other Motor Vehicles,68
Jammu & Kashmir,2004,Others,239
Jammu & Kashmir,2004,Pedestrian,24
Jammu & Kashmir,2004,Three Wheeler,11
Jammu & Kashmir,2004,Truck/Lorry,178
Jammu & Kashmir,2004,Two Wheeler,77
Jammu & Kashmir,2005,Bicycle,0
Jammu & Kashmir,2005,Bus,231
Jammu & Kashmir,2005,Car,71
Jammu & Kashmir,2005,Jeep,27
Jammu & Kashmir,2005,Other Motor Vehicles,70
Jammu & Kashmir,2005,Others,159
Jammu & Kashmir,2005,Pedestrian,17
Jammu & Kashmir,2005,Three Wheeler,16
Jammu & Kashmir,2005,Truck/Lorry,197
Jammu & Kashmir,2005,Two Wheeler,69
Jammu & Kashmir,2006,Bicycle,13
Jammu & Kashmir,2006,Bus,342
Jammu & Kashmir,2006,Car,114
Jammu & Kashmir,2006,Jeep,11
Jammu & Kashmir,2006,Other Motor Vehicles,80
Jammu & Kashmir,2006,Others,172
Jammu & Kashmir,2006,Pedestrian,26
Jammu & Kashmir,2006,Three Wheeler,45
Jammu & Kashmir,2006,Truck/Lorry,196
Jammu & Kashmir,2006,Two Wheeler,93
Jammu & Kashmir,2007,Bicycle,1
Jammu & Kashmir,2007,Bus,211
Jammu & Kashmir,2007,Car,135
Jammu & Kashmir,2007,Jeep,16
Jammu & Kashmir,2007,Other Motor Vehicles,104
Jammu & Kashmir,2007,Others,161
Jammu & Kashmir,2007,Pedestrian,51
Jammu & Kashmir,2007,Three Wheeler,10
Jammu & Kashmir,2007,Truck/Lorry,164
Jammu & Kashmir,2007,Two Wheeler,99
Jammu & Kashmir,2008,Bicycle,2
Jammu & Kashmir,2008,Bus,177
Jammu & Kashmir,2008,Car,101
Jammu & Kashmir,2008,Jeep,42
Jammu & Kashmir,2008,Other Motor Vehicles,52
Jammu & Kashmir,2008,Others,269
Jammu & Kashmir,2008,Pedestrian,5
Jammu & Kashmir,2008,Three Wheeler,13
Jammu & Kashmir,2008,Truck/Lorry,175
Jammu & Kashmir,2008,Two Wheeler,145
Jammu & Kashmir,2009,Bicycle,16
Jammu & Kashmir,2009,Bus,253
Jammu & Kashmir,2009,Car,125
Jammu & Kashmir,2009,Jeep,33
Jammu & Kashmir,2009,Other Motor Vehicles,83
Jammu & Kashmir,2009,Others,209
Jammu & Kashmir,2009,Pedestrian,62
Jammu & Kashmir,2009,Three Wheeler,28
Jammu & Kashmir,2009,Truck/Lorry,229
Jammu & Kashmir,2009,Two Wheeler,133
Jammu & Kashmir,2010,Bicycle,6
Jammu & Kashmir,2010,Bus,139
Jammu & Kashmir,2010,Car,135
Jammu & Kashmir,2010,Jeep,16
Jammu & Kashmir,2010,Other Motor Vehicles,79
Jammu & Kashmir,2010,Others,245
Jammu & Kashmir,2010,Pedestrian,37
Jammu & Kashmir,2010,Three Wheeler,20
Jammu & Kashmir,2010,Truck/Lorry,211
Jammu & Kashmir,2010,Two Wheeler,141
Jammu & Kashmir,2011,Bicycle,5
Jammu & Kashmir,2011,Bus,178
Jammu & Kashmir,2011,Car,111
Jammu & Kashmir,2011,Jeep,18
Jammu & Kashmir,2011,Other Motor Vehicles,78
Jammu & Kashmir,2011,Others,337
Jammu & Kashmir,2011,Pedestrian,74
Jammu & Kashmir,2011,Three Wheeler,14
Jammu & Kashmir,2011,Truck/Lorry,179
Jammu & Kashmir,2011,Two Wheeler,146
Jammu & Kashmir,2012,Bicycle,11
Jammu & Kashmir,2012,Bus,157
Jammu & Kashmir,2012,Car,184
Jammu & Kashmir,2012,Jeep,64
Jammu & Kashmir,2012,Other Motor Vehicles,181
Jammu & Kashmir,2012,Others,374
Jammu & Kashmir,2012,Pedestrian,54
Jammu & Kashmir,2012,Three Wheeler,8
Jammu & Kashmir,2012,Truck/Lorry,228
Jammu & Kashmir,2012,Two Wheeler,165
Jammu & Kashmir,2013,Bicycle,3
Jammu & Kashmir,2013,Bus,94
Jammu & Kashmir,2013,Car,116
Jammu & Kashmir,2013,Jeep,35
Jammu & Kashmir,2013,Other Motor Vehicles,84
Jammu & Kashmir,2013,Others,268
Jammu & Kashmir,2013,Pedestrian,83
Jammu & Kashmir,2013,Three Wheeler,18
Jammu & Kashmir,2013,Truck/Lorry,136
Jammu & Kashmir,2013,Two Wheeler,155
Jammu & Kashmir,2014,Bicycle,0
Jammu & Kashmir,2014,Bus,181
Jammu & Kashmir,2014,Car,168
Jammu & Kashmir,2014,Jeep,6
Jammu & Kashmir,2014,Other Motor Vehicles,140
Jammu & Kashmir,2014,Others,35
Jammu & Kashmir,2014,Pedestrian,44
Jammu & Kashmir,2014,Three Wheeler,16
Jammu & Kashmir,2014,Truck/Lorry,152
Jammu & Kashmir,2014,Two Wheeler,235
Jharkhand,2001,Bicycle,1
Jharkhand,2001,Bus,170
Jharkhand,2001,Car,29
Jharkhand,2001,Jeep,61
Jharkhand,2001,Other Motor Vehicles,11
Jharkhand,2001,Others,150
Jharkhand,2001,Pedestrian,43
Jharkhand,2001,Three Wheeler,9
Jharkhand,2001,Truck/Lorry,10
Jharkhand,2001,Two Wheeler,33
Jharkhand,2002,Bicycle,3
Jharkhand,2002,Bus,182
Jharkhand,2002,Car,32
Jharkhand,2002,Jeep,76
Jharkhand,2002,Other Motor Vehicles,28
Jharkhand,2002,Others,20
Jharkhand,2002,Pedestrian,50
Jharkhand,2002,Three Wheeler,12
Jharkhand,2002,Truck/Lorry,12
Jharkhand,2002,Two Wheeler,39
Jharkhand,2003,Bicycle,4
Jharkhand,2003,Bus,183
Jharkhand,2003,Car,34
Jharkhand,2003,Jeep,71
Jharkhand,2003,Other Motor Vehicles,27
Jharkhand,2003,Others,21
Jharkhand,2003,Pedestrian,47
Jharkhand,2003,Three Wheeler,13
Jharkhand,2003,Truck/Lorry,14
Jharkhand,2003,Two Wheeler,40
Jharkhand,2004,Bicycle,10
Jharkhand,2004,Bus,202
Jharkhand,2004,Car,46
Jharkhand,2004,Jeep,88
Jharkhand,2004,Other Motor Vehicles,45
Jharkhand,2004,Others,25
Jharkhand,2004,Pedestrian,78
Jharkhand,2004,Three Wheeler,19
Jharkhand,2004,Truck/Lorry,28
Jharkhand,2004,Two Wheeler,73
Jharkhand,2005,Bicycle,36
Jharkhand,2005,Bus,158
Jharkhand,2005,Car,80
Jharkhand,2005,Jeep,129
Jharkhand,2005,Other Motor Vehicles,62
Jharkhand,2005,Others,90
Jharkhand,2005,Pedestrian,89
Jharkhand,2005,Three Wheeler,50
Jharkhand,2005,Truck/Lorry,467
Jharkhand,2005,Two Wheeler,121
Jharkhand,2006,Bicycle,40
Jharkhand,2006,Bus,232
Jharkhand,2006,Car,83
Jharkhand,2006,Jeep,178
Jharkhand,2006,Other Motor Vehicles,108
Jharkhand,2006,Others,86
Jharkhand,2006,Pedestrian,121
Jharkhand,2006,Three Wheeler,48
Jharkhand,2006,Truck/Lorry,365
Jharkhand,2006,Two Wheeler,406
Jharkhand,2007,Bicycle,40
Jharkhand,2007,Bus,243
Jharkhand,2007,Car,117
Jharkhand,2007,Jeep,246
Jharkhand,2007,Other Motor Vehicles,130
Jharkhand,2007,Others,141
Jharkhand,2007,Pedestrian,112
Jharkhand,2007,Three Wheeler,95
Jharkhand,2007,Truck/Lorry,374
Jharkhand,2007,Two Wheeler,262
Jharkhand,2008,Bicycle,55
Jharkhand,2008,Bus,171
Jharkhand,2008,Car,111
Jharkhand,2008,Jeep,181
Jharkhand,2008,Other Motor Vehicles,116
Jharkhand,2008,Others,56
Jharkhand,2008,Pedestrian,99
Jharkhand,2008,Three Wheeler,62
Jharkhand,2008,Truck/Lorry,486
Jharkhand,2008,Two Wheeler,237
Jharkhand,2009,Bicycle,31
Jharkhand,2009,Bus,190
Jharkhand,2009,Car,133
Jharkhand,2009,Jeep,151
Jharkhand,2009,Other Motor Vehicles,125
Jharkhand,2009,Others,130
Jharkhand,2009,Pedestrian,100
Jharkhand,2009,Three Wheeler,51
Jharkhand,2009,Truck/Lorry,569
Jharkhand,2009,Two Wheeler,546
Jharkhand,2010,Bicycle,135
Jharkhand,2010,Bus,298
Jharkhand,2010,Car,104
Jharkhand,2010,Jeep,178
Jharkhand,2010,Other Motor Vehicles,161
Jharkhand,2010,Others,175
Jharkhand,2010,Pedestrian,126
Jharkhand,2010,Three Wheeler,95
Jharkhand,2010,Truck/Lorry,472
Jharkhand,2010,Two Wheeler,396
Jharkhand,2011,Bicycle,111
Jharkhand,2011,Bus,211
Jharkhand,2011,Car,171
Jharkhand,2011,Jeep,131
Jharkhand,2011,Other Motor Vehicles,92
Jharkhand,2011,Others,193
Jharkhand,2011,Pedestrian,228
Jharkhand,2011,Three Wheeler,130
Jharkhand,2011,Truck/Lorry,367
Jharkhand,2011,Two Wheeler,419
Jharkhand,2012,Bicycle,59
Jharkhand,2012,Bus,313
Jharkhand,2012,Car,182
Jharkhand,2012,Jeep,158
Jharkhand,2012,Other Motor Vehicles,122
Jharkhand,2012,Others,251
Jharkhand,2012,Pedestrian,127
Jharkhand,2012,Three Wheeler,113
Jharkhand,2012,Truck/Lorry,630
Jharkhand,2012,Two Wheeler,557
Jharkhand,2013,Bicycle,48
Jharkhand,2013,Bus,245
Jharkhand,2013,Car,165
Jharkhand,2013,Jeep,108
Jharkhand,2013,Other Motor Vehicles,267
Jharkhand,2013,Others,215
Jharkhand,2013,Pedestrian,114
Jharkhand,2013,Three Wheeler,100
Jharkhand,2013,Truck/Lorry,560
Jharkhand,2013,Two Wheeler,824
Jharkhand,2014,Bicycle,18
Jharkhand,2014,Bus,232
